CMDID,PARENTID,CMDTYPE,CAPTION,CMDNAME,CMDVALUE,ICON,CMDLVL,ISVISIBLE,ISENABLE,ACTION,CMDIDX,STATUS,HKCMD,URI,UCTID
017003061001,017003061,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030161,017003,R,CRP0161,,"{""en"":""CRP0161"",""vi"":""CRP0161""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003062001,017003062,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030162,017003,R,CRP0162,,"{""en"":""CRP0162"",""vi"":""CRP0162""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003063001,017003063,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030163,017003,R,CRP0163,,"{""en"":""CRP0163"",""vi"":""CRP0163""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003064001,017003064,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030164,017003,R,CRP0164,,"{""en"":""CRP0164"",""vi"":""CRP0164""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003065001,017003065,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030165,017003,R,CRP0165,,"{""en"":""CRP0165"",""vi"":""CRP0165""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003066001,017003066,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030166,017003,R,CRP0166,,"{""en"":""CRP0166"",""vi"":""CRP0166""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003067001,017003067,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030167,017003,R,CRP0167,,"{""en"":""CRP0167"",""vi"":""CRP0167""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003068001,017003068,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030168,017003,R,CRP0168,,"{""en"":""CRP0168"",""vi"":""CRP0168""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003069001,017003069,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030169,017003,R,CRP0169,,"{""en"":""CRP0169"",""vi"":""CRP0169""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003070001,017003070,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030170,017003,R,CRP0170,,"{""en"":""CRP0170"",""vi"":""CRP0170""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003071001,017003071,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030171,017003,R,CRP0171,,"{""en"":""CRP0171"",""vi"":""CRP0171""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003072001,017003072,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030172,017003,R,CRP0172,,"{""en"":""CRP0172"",""vi"":""CRP0172""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003073001,017003073,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030173,017003,R,CRP0173,,"{""en"":""CRP0173"",""vi"":""CRP0173""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003074001,017003074,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030174,017003,R,CRP0174,,"{""en"":""CRP0174"",""vi"":""CRP0174""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003075001,017003075,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030175,017003,R,CRP0175,,"{""en"":""CRP0175"",""vi"":""CRP0175""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030183,017003,R,CRP0183,,"{""en"":""CRP0183"",""vi"":""CRP0183""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003084001,017003084,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030184,017003,R,CRP0184,,"{""en"":""CRP0184"",""vi"":""CRP0184""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003085001,017003085,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030185,017003,R,CRP0185,,"{""en"":""CRP0185"",""vi"":""CRP0185""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003086001,017003086,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030186,017003,R,CRP0186,,"{""en"":""CRP0186"",""vi"":""CRP0186""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003087001,017003087,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030187,017003,R,CRP0187,,"{""en"":""CRP0187"",""vi"":""CRP0187""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003088001,017003088,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003034,017003,R,CRP0034,,"{""en"":""CRP0034"",""vi"":""CRP0034""}",Child.png,3,0,1,,2,N,,,
017003035,017003,R,CRP0035,,"{""en"":""CRP0035"",""vi"":""CRP0035""}",Child.png,3,0,1,,2,N,,,
017003036,017003,R,CRP0036,,"{""en"":""CRP0036"",""vi"":""CRP0036""}",Child.png,3,0,1,,2,N,,,
017003037,017003,R,CRP0037,,"{""en"":""CRP0037"",""vi"":""CRP0037""}",Child.png,3,0,1,,2,N,,,
017003038,017003,R,CRP0038,,"{""en"":""CRP0038"",""vi"":""CRP0038""}",Child.png,3,0,1,,2,N,,,
017003039,017003,R,CRP0039,,"{""en"":""CRP0039"",""vi"":""CRP0039""}",Child.png,3,0,1,,2,N,,,
017003040,017003,R,CRP0040,,"{""en"":""CRP0040"",""vi"":""CRP0040""}",Child.png,3,0,1,,2,N,,,
017003041,017003,R,CRP0041,,"{""en"":""CRP0041"",""vi"":""CRP0041""}",Child.png,3,0,1,,2,N,,,
017003042,017003,R,CRP0042,,"{""en"":""CRP0042"",""vi"":""CRP0042""}",Child.png,3,0,1,,2,N,,,
017003043,017003,R,CRP0043,,"{""en"":""CRP0043"",""vi"":""CRP0043""}",Child.png,3,0,1,,2,N,,,
017003044,017003,R,CRP0044,,"{""en"":""CRP0044"",""vi"":""CRP0044""}",Child.png,3,0,1,,2,N,,,
017003045,017003,R,CRP0045,,"{""en"":""CRP0045"",""vi"":""CRP0045""}",Child.png,3,0,1,,2,N,,,
017003046,017003,R,CRP0046,,"{""en"":""CRP0046"",""vi"":""CRP0046""}",Child.png,3,0,1,,2,N,,,
017003047,017003,R,CRP0047,,"{""en"":""CRP0047"",""vi"":""CRP0047""}",Child.png,3,0,1,,2,N,,,
017003048,017003,R,CRP0048,,"{""en"":""CRP0048"",""vi"":""CRP0048""}",Child.png,3,0,1,,2,N,,,
017003049,017003,R,CRP0049,,"{""en"":""CRP0049"",""vi"":""CRP0049""}",Child.png,3,0,1,,2,N,,,
017003025001,017003025,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030125,017003,R,CRP0125,,"{""en"":""CRP0125"",""vi"":""CRP0125""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003026001,017003026,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030126,017003,R,CRP0126,,"{""en"":""CRP0126"",""vi"":""CRP0126""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003027001,017003027,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030127,017003,R,CRP0127,,"{""en"":""CRP0127"",""vi"":""CRP0127""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003028001,017003028,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030128,017003,R,CRP0128,,"{""en"":""CRP0128"",""vi"":""CRP0128""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003029001,017003029,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030129,017003,R,CRP0129,,"{""en"":""CRP0129"",""vi"":""CRP0129""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003030001,017003030,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030130,017003,R,CRP0130,,"{""en"":""CRP0130"",""vi"":""CRP0130""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003031001,017003031,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030131,017003,R,CRP0131,,"{""en"":""CRP0131"",""vi"":""CRP0131""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003032001,017003032,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030132,017003,R,CRP0132,,"{""en"":""CRP0132"",""vi"":""CRP0132""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003033001,017003033,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030133,017003,R,CRP0133,,"{""en"":""CRP0133"",""vi"":""CRP0133""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003035001,017003035,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003036001,017003036,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003038001,017003038,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003039001,017003039,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003041001,017003041,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
ACT_DPT,ACT,T,FX accounting - deposit,,"{""en"" : ""FX accounting - deposit"",""vi"" : ""FX accounting - cash"",""lo"" : ""????? ??????????????????????????? - ????????????""}",,2,1,0,,0,N,,,
CSH_ACT,CSH,T,FX cash - accounting,,"{""en"" : ""FX cash - accounting"",""vi"" : ""FX cash - accounting"",""lo"" : ""FX ??????? - ????????""}",,2,1,0,,0,N,,,
CSH_CSH,CSH,T,FX cash - cash,,"{""en"" : ""FX cash - cash"",""vi"" : ""FX cash - cash"""",""lo"" : ""????????????????????????????""}",,2,1,0,,0,N,,,
CSH_DPT,CSH,T,FX cash - Deposit,,"{""en"" : ""FX cash - Deposit"",""vi"" : ""FX cash - Deposit"",""lo"" : ""???????????????????????????""}",,2,1,0,,0,N,,,
ACT_CIBT,ACT,T,Export CIB text file,,"{""en"":""Export CIB text file"",""vi"":""""}",,2,0,1,,0,N,,,
ACT_BOLT,ACT,T,Export BOL text file,,"{""en"":""Export BOL text file"",""vi"":""""}",,2,0,1,,0,N,,,
MTG_OPN,MTG,T,4400: Open new mortgage account,,"{
  ""en"" : ""4400: Open new mortgage account"",
  ""vi"" : """",
  ""lo"" : ""4400: ????????????????????????????""
}",,2,1,1,,0,N,,,
DPT_ICR,DPT,T,1161: Inward Cheque Returned,,"{""en"":""1161: Inward Cheque Returned"",""vi"":""""}",,2,0,0,,0,N,,,
DPT_TID,DPT,T,1145: Transfer interest to due,,"{""en"":""1145: Transfer interest to due"",""vi"":""""}",,2,0,1,,0,N,,,
DPT_SIQ,DPT,T,1168: Stock inquiry,,"{""en"":""1168: Stock inquiry"",""vi"":""""}",,2,0,0,,0,N,,,
DPT_ACT,DPT,T,FX deposit - accounting,,"{""en"":""FX deposit - accounting"",""vi"":""FX deposit - accounting""}",,2,1,0,,0,N,,,
DPT_CSH,DPT,T,FX deposit - cash,,"{
  ""en"" : ""FX deposit - cash"",
  ""vi"" : ""FX deposit - cash"",
  ""lo"" : ""??????????? ??????????????????""
}",,2,1,0,,0,N,,,
DPT_DPT,DPT,T,FX deposit- deposit,,"{
  ""en"" : ""FX deposit- deposit"",
  ""vi"" : ""FX deposit - deposit"",
  ""lo"" : ""?????????????????????? ?????????????????""
}",,2,1,0,,0,N,,,
006005,006,M,Group limit,,"{""en"":""Group limit"",""vi"":""Limit theo nhom"",""lo"":""????????????????????????""}",Child.png,2,0,1,,1,N,,,CRD_GROUP_LIMIT
006006,006,M,Product limit,,"{""en"":""Product limit"",""vi"":""Limit theo loai hinh"",""lo"":""????????????????????""}",Child.png,2,0,1,,1,N,,,CRD_PRODUCT_LIMIT
006007,006,M,Sub product limit,,"{""en"":""Sub product limit"",""vi"":""Limit theo loai hinh"",""lo"":""????????????????????????""}",Child.png,2,0,1,,1,N,,,CRD_SUB_PRODUCT_LIMIT
015002006,015002,M,Inter company,,"{""en"":""Inter company"",""vi"":""Qu?c gia"",""lo"":""????????????""}",Child.png,3,1,1,,1,N,,,ADM_INTERCOMP
015002007,015002,M,Cost center,,"{""en"":""Cost center"",""vi"":""Qu?c gia"",""lo"":""Cost center""}",Child.png,3,1,1,,1,N,,,ADM_COSTCTL
